,brand,model,year,km_driven,fuel,seller_type,transmission,owner,torque,seats,consumption,volume,power,selling_price
1382,Chevrolet,Sail,2013,46815,Diesel,Individual,0,1,205.0,5.0,22.1,1248.0,76.9,420000
1383,Hyundai,EON,2015,80000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,250000
1384,Maruti,Ertiga,2013,100000,Diesel,Individual,0,2,200.0,7.0,20.77,1248.0,88.8,385000
1385,Maruti,Wagon,2014,80000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.06,318000
1386,Maruti,Celerio,2015,70000,Petrol,Individual,0,2,90.0,5.0,23.1,998.0,67.04,330000
1387,Tata,Indica,2011,80000,Diesel,Individual,0,0,135.0,5.0,17.0,1405.0,71.0,152000
1388,Maruti,Alto,2014,40000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,250000
1389,Tata,Indica,2011,80000,Diesel,Individual,0,0,135.0,5.0,17.0,1405.0,71.0,248000
1390,Nissan,Micra,2011,60000,Petrol,Individual,0,1,104.0,5.0,18.06,1198.0,75.0,300000
1391,Hyundai,i20,2017,50000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,550000
1392,Hyundai,i20,2016,30000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,650000
1393,Hyundai,Grand,2017,25000,Petrol,Individual,0,0,114.0,5.0,18.9,1197.0,82.0,445000
1394,Toyota,Innova,2010,334000,Diesel,Individual,0,0,200.0,7.0,12.8,2494.0,102.0,450000
1395,Mahindra,NuvoSport,2016,100000,Diesel,Individual,0,0,240.0,7.0,17.45,1493.0,100.0,600000
1396,Renault,Duster,2014,175000,Diesel,Individual,0,0,248.0,5.0,19.01,1461.0,108.45,495000
1397,Maruti,SX4,2011,65000,Petrol,Individual,1,2,145.0,5.0,12.6,1586.0,103.3,220000
1398,Hyundai,Santro,2009,90000,Petrol,Individual,0,0,96.1,5.0,17.92,1086.0,62.1,150000
1399,Ford,Figo,2011,80000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.0,200000
1400,Mahindra,Scorpio,2018,110000,Diesel,Individual,0,0,320.0,7.0,16.36,2179.0,140.0,1465000
1402,Honda,Civic,2008,60000,Petrol,Individual,1,2,123.0,5.0,20.0,1339.0,108.5,250000
1403,Mahindra,Scorpio,2010,100875,Diesel,Individual,1,0,290.0,8.0,11.79,2179.0,120.0,600000
1404,Maruti,Swift,2016,30000,Petrol,Individual,0,0,115.0,5.0,20.85,1197.0,83.14,500000
1405,Hyundai,Grand,2013,118000,Diesel,Individual,0,0,160.0,5.0,24.0,1120.0,70.0,270000
1406,Hyundai,Verna,2013,69000,Diesel,Individual,0,2,259.8,5.0,22.32,1582.0,126.32,420000
1407,Maruti,Swift,2015,25000,Petrol,Individual,0,1,115.0,5.0,20.85,1197.0,83.14,434999
1408,Hyundai,Xcent,2015,100000,Petrol,Individual,1,0,113.75,5.0,16.9,1197.0,81.86,400000
1409,Maruti,Swift,2015,110000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,470000
1410,Nissan,Terrano,2015,60000,Diesel,Individual,0,2,200.0,5.0,20.45,1461.0,83.8,480000
1411,Hyundai,Santro,2008,128000,Petrol,Individual,0,0,96.1,5.0,0.0,1086.0,62.0,105000
1412,Tata,Tiago,2017,120000,Diesel,Individual,0,0,140.0,5.0,27.28,1047.0,69.0,325000
1414,Hyundai,Grand,2020,5000,Petrol,Individual,1,0,113.75,5.0,20.7,1197.0,81.86,675000
1415,Hyundai,i10,2009,90000,Petrol,Individual,0,1,111.8,5.0,20.36,1197.0,78.9,170000
1416,Hyundai,Creta,2017,90000,Diesel,Individual,0,0,259.9,5.0,19.67,1582.0,126.2,1250000
1417,Honda,Accord,2012,144030,Petrol,Individual,0,0,222.0,5.0,12.8,2354.0,177.6,600000
1418,Honda,City,2014,200000,Diesel,Individual,0,0,200.0,5.0,25.1,1498.0,98.6,819999
1419,Hyundai,i20,2016,29000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,650000
1420,Maruti,Wagon,2007,90000,LPG,Individual,0,1,76.0,5.0,17.3,1061.0,57.5,105000
1421,Mahindra,Renault,2009,176000,Diesel,Individual,0,1,157.0,5.0,17.0,1461.0,66.0,200000
1422,Tata,Indigo,2013,150000,Diesel,Individual,0,0,135.0,5.0,19.09,1396.0,69.0,200000
1423,Maruti,Omni,2016,90000,Petrol,Individual,0,0,59.0,8.0,16.8,796.0,34.2,220000
1424,Volkswagen,Vento,2014,70000,Petrol,Individual,0,1,153.0,5.0,15.04,1598.0,103.2,500000
1425,Mahindra,Renault,2007,99000,Diesel,Individual,0,1,157.0,5.0,19.2,1461.0,65.0,175000
1426,Tata,Tiago,2018,5000,Petrol,Individual,0,0,114.0,5.0,23.84,1199.0,84.0,450000
1427,Chevrolet,Optra,2008,90000,Diesel,Individual,0,3,305.0,5.0,16.52,1991.0,123.7,210000
1428,Tata,Indica,2006,88000,Diesel,Individual,0,1,123.0,5.0,16.8,1405.0,62.0,110000
1429,Maruti,Swift,2015,30000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,480000
1430,Maruti,Swift,2016,50000,Diesel,Individual,1,1,190.0,5.0,26.59,1248.0,74.0,650000
1431,Maruti,Swift,2013,80000,Diesel,Individual,0,0,190.0,5.0,23.4,1248.0,74.0,480000
1432,Hyundai,i20,2016,40000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,700000
1433,Maruti,Ertiga,2015,110000,Diesel,Individual,0,2,200.0,7.0,20.77,1248.0,88.76,650000
1434,Hyundai,Creta,2015,48000,Diesel,Individual,0,1,259.9,5.0,19.67,1582.0,126.2,1300000
1435,Volkswagen,Jetta,2016,97000,Diesel,Individual,1,0,320.0,5.0,16.96,1968.0,138.03,1350000
1436,Volkswagen,Vento,2016,60000,Diesel,Individual,1,0,250.0,5.0,22.15,1498.0,108.6,1000000
1437,Mercedes-Benz,M-Class,2011,110000,Diesel,Individual,1,2,510.0,5.0,0.0,2987.0,165.0,1700000
1438,Toyota,Yaris,2018,12800,Petrol,Individual,1,0,140.0,5.0,17.8,1496.0,105.5,1080000
1439,Hyundai,EON,2012,40000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,170000
1440,Maruti,Swift,2017,49000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.0,610000
1441,Maruti,Ritz,2014,25000,Petrol,Individual,0,0,114.0,5.0,18.5,1197.0,85.8,350000
1442,Fiat,Linea,2015,20000,Diesel,Individual,0,0,209.0,5.0,20.4,1248.0,91.7,700000
1443,Volkswagen,Polo,2018,17000,Petrol,Individual,0,0,95.0,5.0,18.78,999.0,75.0,678000
1444,Toyota,Etios,2014,120000,Diesel,Individual,0,1,170.0,5.0,23.59,1364.0,67.04,400000
1445,Hyundai,i20,2010,49000,Petrol,Individual,0,0,112.0,5.0,18.5,1197.0,80.0,300000
1446,Hyundai,i20,2016,29000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,520000
1447,Nissan,Terrano,2017,55000,Diesel,Individual,1,0,248.0,5.0,19.61,1461.0,108.5,850000
1448,Tata,Nexon,2017,35000,Diesel,Individual,0,0,260.0,5.0,21.5,1497.0,108.5,830000
1449,Datsun,GO,2018,5000,Petrol,Individual,0,1,104.0,5.0,20.63,1198.0,67.0,430000
1450,Ford,EcoSport,2017,60000,Diesel,Individual,0,0,205.0,5.0,22.77,1498.0,98.59,850000
1451,Maruti,Swift,2017,70000,Petrol,Individual,0,0,115.0,5.0,20.85,1197.0,83.14,650000
1452,Hyundai,Verna,2008,120000,Diesel,Individual,0,1,235.0,5.0,16.8,1493.0,110.0,120000
1453,Mahindra,TUV,2016,65100,Diesel,Individual,0,1,240.0,7.0,18.49,1493.0,100.0,730000
1454,Maruti,Ignis,2019,20000,Petrol,Individual,1,0,113.0,5.0,20.89,1197.0,81.8,525000
1455,Hyundai,i20,2015,108000,Diesel,Individual,0,0,220.0,5.0,21.19,1396.0,88.73,600000
1456,Maruti,Swift,2019,15000,Petrol,Individual,0,0,113.0,5.0,21.21,1197.0,81.8,500000
1457,Hyundai,Santro,2009,77000,Petrol,Individual,0,0,96.1,5.0,17.92,1086.0,62.1,150000
1458,Maruti,Wagon,2015,18500,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,409999
1459,Renault,KWID,2015,15200,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,290000
1460,Honda,Mobilio,2015,35000,Petrol,Individual,0,0,145.0,7.0,17.3,1497.0,117.3,500000
1461,Hyundai,Verna,2011,80000,Diesel,Individual,0,0,259.8,5.0,22.32,1582.0,126.32,475000
1462,Hyundai,EON,2013,70000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,190000
1463,Mahindra,XUV500,2014,80000,Diesel,Individual,0,1,330.0,7.0,15.1,2179.0,140.0,750000
1464,Nissan,Terrano,2014,120000,Diesel,Individual,0,1,248.0,5.0,19.01,1461.0,108.5,525000
1465,Chevrolet,Cruze,2012,82000,Diesel,Individual,0,2,380.0,5.0,17.3,1998.0,163.7,495000
1481,Honda,City,2010,60000,Petrol,Individual,1,1,146.0,5.0,16.8,1497.0,118.0,321000
1482,Toyota,Etios,2017,50000,Petrol,Individual,0,0,104.0,5.0,17.71,1197.0,78.9,585000
1483,Ford,Figo,2011,70000,Diesel,Individual,0,0,160.0,5.0,20.0,1399.0,68.0,225000
1484,Honda,Amaze,2017,70000,Diesel,Individual,0,0,200.0,5.0,25.8,1498.0,98.6,500000
1485,Hyundai,i20,2011,90000,Diesel,Individual,0,2,220.0,5.0,23.0,1396.0,90.0,350000
1486,Maruti,Ertiga,2016,70000,Diesel,Individual,0,1,200.0,7.0,24.52,1248.0,88.5,756000
1487,Maruti,Alto,2014,50000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,240000
1488,Maruti,Omni,2012,120000,Petrol,Individual,0,1,60.0,8.0,19.7,796.0,35.0,80000
1489,Hyundai,i20,2019,5000,Petrol,Individual,0,0,114.73,5.0,17.19,1197.0,81.86,800000
1490,Tata,Hexa,2018,25000,Diesel,Individual,0,0,320.0,7.0,17.6,2179.0,147.94,1250000
1491,Mahindra,Scorpio,2009,80000,Diesel,Individual,0,2,290.0,7.0,12.05,2179.0,120.0,320000
1492,Hyundai,Grand,2017,25000,Petrol,Individual,0,0,114.0,5.0,18.9,1197.0,82.0,509999
1493,Maruti,Alto,2008,80000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,110000
1494,Volkswagen,Ameo,2017,52000,Diesel,Individual,0,0,250.0,5.0,21.66,1498.0,108.62,555000
1495,Volkswagen,Ameo,2017,52000,Diesel,Individual,0,0,250.0,5.0,21.66,1498.0,108.62,560000
1496,Mahindra,KUV,2016,80000,Diesel,Individual,0,0,190.0,6.0,25.32,1198.0,77.0,375000
1498,Honda,WR-V,2017,30000,Petrol,Individual,0,0,110.0,5.0,17.5,1199.0,88.7,720000
1499,Maruti,Ertiga,2017,70000,Diesel,Individual,0,0,200.0,7.0,24.52,1248.0,88.5,800000
1500,Mahindra,XUV500,2017,54000,Diesel,Individual,0,0,330.0,7.0,16.0,2179.0,140.0,1325000
1501,Tata,New,2011,120000,Diesel,Individual,0,0,320.0,7.0,13.93,2179.0,138.1,240000
1502,Ford,Figo,2016,80000,Diesel,Individual,0,0,215.0,5.0,25.83,1498.0,99.0,377000
1503,Maruti,Ertiga,2013,140000,Petrol,Individual,0,0,130.0,7.0,16.02,1373.0,93.7,450000
1504,Hyundai,Verna,2008,100000,Petrol,Individual,0,3,146.0,5.0,13.9,1599.0,103.2,160000
1505,Hyundai,Xcent,2019,100000,Petrol,Individual,0,0,113.75,5.0,20.14,1197.0,81.86,525000
1506,Toyota,Innova,2011,168000,Diesel,Individual,0,1,200.0,8.0,12.8,2494.0,102.0,550000
1507,Chevrolet,Cruze,2010,120000,Diesel,Individual,0,2,327.0,5.0,18.3,1991.0,147.9,270000
1508,Toyota,Etios,2016,145000,Diesel,Individual,0,1,170.0,5.0,23.59,1364.0,67.05,570000
1509,Ford,Figo,2011,90000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.0,225000
1510,Hyundai,Xcent,2019,90000,Petrol,Individual,0,0,113.75,5.0,20.14,1197.0,81.86,590000
1511,Jeep,Compass,2018,80000,Diesel,Individual,0,0,350.0,5.0,17.1,1956.0,170.0,1675000
1512,Ford,Aspire,2019,33000,Petrol,Dealer,0,0,120.0,5.0,19.4,1194.0,94.93,800000
1513,Chevrolet,Sail,2014,13500,Petrol,Individual,0,0,108.5,5.0,18.2,1199.0,82.4,450000
1514,Tata,Indigo,2012,80000,Diesel,Individual,0,0,132.0,5.0,17.0,1405.0,70.0,300000
1515,Hyundai,i20,2017,20000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,645000
1516,Maruti,Swift,2013,58000,Diesel,Individual,0,0,190.0,5.0,23.4,1248.0,74.0,520000
1517,Honda,City,2015,30000,Petrol,Individual,0,0,145.0,5.0,17.4,1497.0,117.3,700000
1518,Maruti,800,2000,50000,Petrol,Individual,0,1,59.0,4.0,16.1,796.0,37.0,45000
1519,Ford,Figo,2016,73000,Diesel,Individual,0,0,215.0,5.0,25.83,1498.0,99.0,459999
1520,Maruti,Ritz,2014,90000,Diesel,Individual,0,1,190.0,5.0,23.2,1248.0,73.94,325000
1521,Maruti,Wagon,2015,50000,Petrol,Individual,0,1,90.0,5.0,20.51,998.0,67.04,350000
1522,Hyundai,Verna,2011,80000,Diesel,Individual,0,2,259.9,5.0,22.32,1582.0,126.3,440000
1523,Hyundai,i20,2011,70000,Diesel,Individual,0,1,220.0,5.0,21.9,1396.0,90.0,320000
1524,Chevrolet,Spark,2011,41000,Petrol,Individual,0,0,90.3,5.0,18.0,995.0,62.0,169000
1525,Volkswagen,Polo,2013,50000,Petrol,Individual,0,3,110.0,5.0,16.47,1198.0,73.9,350000
1526,Ford,Classic,2014,113226,Diesel,Dealer,0,0,160.0,5.0,19.68,1399.0,67.0,350000
1527,Ford,Figo,2013,90000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.1,310000
1529,Mahindra,Scorpio,2010,160500,Diesel,Individual,0,3,277.5,5.0,13.5,2179.0,115.0,420000
1530,Maruti,Ciaz,2015,30000,Petrol,Individual,1,0,130.0,5.0,19.12,1373.0,91.1,685000
1531,Renault,Duster,2014,132000,Diesel,Individual,0,1,245.0,5.0,19.72,1461.0,108.45,560000
1532,Maruti,Swift,2013,120000,Diesel,Individual,0,2,190.0,5.0,22.9,1248.0,74.0,470000
1533,Hyundai,Verna,2011,80000,Petrol,Individual,0,1,14.9,5.0,16.2,1599.0,103.2,380000
1534,Mahindra,Scorpio,2015,57000,Diesel,Individual,0,1,280.0,7.0,15.4,1997.0,120.0,670000
1535,Hyundai,Verna,2016,25000,Petrol,Individual,0,0,154.9,5.0,17.01,1591.0,121.3,749000
1536,Hyundai,Creta,2015,80000,Diesel,Individual,0,1,259.9,5.0,19.67,1582.0,126.2,899000
1537,Chevrolet,Optra,2011,88000,Diesel,Individual,0,2,305.0,5.0,16.52,1991.0,123.7,290000
1538,Toyota,Innova,2014,217000,Diesel,Individual,0,1,200.0,7.0,12.99,2494.0,100.6,869999
1539,Datsun,GO,2015,60000,Petrol,Individual,0,0,104.0,7.0,20.62,1198.0,67.0,350000
1540,Maruti,Swift,2017,43000,Petrol,Individual,0,0,115.0,5.0,20.85,1197.0,83.14,500000
1541,Skoda,Rapid,2014,77000,Diesel,Individual,1,1,250.0,5.0,21.66,1498.0,103.6,400000
1542,Renault,KWID,2016,30000,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,260000
1543,Maruti,Alto,2015,40000,Petrol,Individual,0,1,69.0,5.0,22.74,796.0,47.3,220000
1544,Chevrolet,Enjoy,2014,139000,Diesel,Individual,0,1,172.5,8.0,18.2,1248.0,73.8,190000
1545,Hyundai,Grand,2016,80000,Petrol,Individual,0,0,114.0,5.0,18.9,1197.0,82.0,400000
1546,Chevrolet,Beat,2014,76000,Diesel,Individual,0,1,142.5,5.0,25.44,936.0,56.3,170000
1547,Maruti,800,2007,62000,Petrol,Individual,0,1,59.0,4.0,16.1,796.0,37.0,60000
1548,Tata,New,2007,110000,Petrol,Individual,0,1,196.0,7.0,12.0,2092.0,127.0,300000
1549,Chevrolet,Spark,2012,40000,Petrol,Individual,0,1,90.3,5.0,16.2,995.0,62.1,125000
1552,Maruti,Alto,2011,70000,Petrol,Individual,0,2,62.0,5.0,19.7,796.0,46.3,170000
1553,Maruti,Swift,2012,77000,Diesel,Individual,0,1,190.0,5.0,19.3,1248.0,73.9,310000
1554,Chevrolet,Spark,2011,110000,Petrol,Individual,0,1,90.3,5.0,18.0,995.0,62.0,130000
1555,Maruti,Wagon,2016,20000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,465000
1557,Mercedes-Benz,E-Class,2005,120005,Diesel,Individual,1,1,456.0,5.0,11.0,2987.0,198.5,800000
1558,Maruti,Alto,2012,16830,Petrol,Individual,0,0,90.0,5.0,20.2,998.0,67.1,260000
1559,Mahindra,Bolero,2013,70000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,500000
1560,Renault,KWID,2017,38000,Petrol,Individual,0,0,91.0,5.0,23.01,999.0,67.0,325000
1561,Mahindra,Bolero,2013,80000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,400000
1562,Toyota,Fortuner,2018,50000,Diesel,Individual,0,0,420.0,7.0,14.24,2755.0,174.5,3200000
1563,Tata,Indica,2007,50000,Diesel,Individual,0,0,85.0,5.0,17.88,1396.0,52.8,200000
1564,Mahindra,Quanto,2013,52000,Diesel,Individual,0,0,240.0,7.0,17.21,1493.0,100.0,450000
1565,Tata,Indigo,2012,50000,Diesel,Individual,0,0,132.0,5.0,17.0,1405.0,70.0,229999
1566,Hyundai,EON,2016,30000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,340000
1567,Mahindra,Bolero,2014,103000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,550000
1569,Volkswagen,Jetta,2010,80000,Petrol,Individual,0,1,147.0,5.0,14.0,1595.0,102.0,225000
1571,Tata,Indigo,2013,70000,Diesel,Individual,0,0,140.0,5.0,25.0,1396.0,69.0,280000
1573,Tata,Indigo,2012,35000,Diesel,Individual,0,0,140.0,5.0,23.03,1396.0,69.0,259000
1574,Toyota,Fortuner,2018,60000,Diesel,Individual,1,0,450.0,7.0,15.04,2755.0,174.5,3200000
1575,Mahindra,XUV500,2018,30000,Diesel,Individual,0,0,320.0,7.0,16.0,1997.0,140.0,1400000
1576,Ford,Figo,2015,40000,Petrol,Individual,1,0,136.0,5.0,17.01,1499.0,110.4,416000
1577,Tata,Manza,2011,70000,Diesel,Individual,0,0,200.0,5.0,19.0,1248.0,90.0,250000
1578,Tata,Manza,2010,120000,Diesel,Individual,0,0,200.0,5.0,21.12,1248.0,88.8,210000
1579,Mahindra,Scorpio,2008,120000,Diesel,Individual,0,1,290.0,8.0,12.05,2179.0,120.0,290000
1580,Tata,Indigo,2012,90000,Diesel,Individual,0,0,140.0,5.0,23.03,1396.0,69.0,220000
1581,Maruti,Omni,2018,30000,Petrol,Individual,0,0,59.0,8.0,16.8,796.0,34.2,260000
1582,Hyundai,Creta,2018,70000,Diesel,Individual,0,0,219.7,5.0,21.38,1396.0,88.7,1050000
1586,Maruti,Swift,2016,20000,Petrol,Individual,0,0,113.0,5.0,20.4,1197.0,81.8,550000
1587,Tata,Indigo,2017,70000,Diesel,Individual,0,0,135.0,5.0,19.09,1405.0,69.01,450000
1588,Honda,City,2016,65000,Petrol,Individual,0,0,145.0,5.0,17.8,1497.0,117.3,773000
1589,Tata,Tiago,2017,25000,Petrol,Individual,0,0,114.0,5.0,23.84,1199.0,84.0,450000
1590,Maruti,Eeco,2019,10000,Petrol,Individual,0,0,101.0,5.0,15.37,1196.0,73.0,409999
1591,Nissan,Teana,2014,80000,Petrol,Individual,1,1,228.0,5.0,11.07,2496.0,179.5,600000
1592,Chevrolet,Beat,2010,63000,Petrol,Individual,0,0,108.0,5.0,18.6,1199.0,79.4,250000
1593,Tata,Indica,2008,100000,Diesel,Individual,0,0,123.0,5.0,16.8,1405.0,62.0,70000
1603,Maruti,Wagon,2018,16589,Petrol,Trustmark Dealer,0,0,90.0,5.0,20.51,998.0,67.04,430000
1605,Honda,City,2016,53201,Petrol,Trustmark Dealer,0,1,145.0,5.0,17.8,1497.0,117.3,675000
1606,Maruti,Baleno,2017,25272,Petrol,Trustmark Dealer,0,0,113.0,5.0,21.01,1197.0,81.8,570000
1607,Maruti,Vitara,2017,53619,Diesel,Trustmark Dealer,0,0,200.0,5.0,24.3,1248.0,88.5,850000
1610,Ford,Ecosport,2018,6001,Petrol,Dealer,0,0,149.0,5.0,15.9,1496.0,120.69,640000
1611,Tata,Indigo,2013,80000,Diesel,Individual,0,0,135.0,5.0,19.09,1405.0,69.01,250000
1612,Renault,Duster,2018,12000,Diesel,Individual,0,0,245.0,5.0,19.6,1461.0,108.45,1250000
1613,Hyundai,i20,2017,40000,Diesel,Individual,0,1,219.7,5.0,22.54,1396.0,88.73,750000
1614,Maruti,Swift,2010,130000,Diesel,Individual,0,2,190.0,5.0,17.8,1248.0,75.0,320000
1615,Skoda,Yeti,2011,202000,Diesel,Individual,0,0,320.0,5.0,17.67,1968.0,138.08,600000
1616,Maruti,Ciaz,2018,40000,Diesel,Individual,0,0,200.0,5.0,28.09,1248.0,88.5,1000000
1617,Maruti,Zen,2000,70000,Petrol,Individual,0,3,78.0,5.0,17.3,993.0,60.0,110000
1618,Honda,City,2008,120000,Petrol,Individual,0,1,125.0,5.0,17.7,1497.0,78.0,250000
1619,Maruti,Swift,2015,60000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,600000
1620,Maruti,Alto,2006,120000,Petrol,Individual,0,3,62.0,5.0,19.7,796.0,46.3,120000
1621,Maruti,800,2003,90000,Petrol,Individual,0,3,59.0,4.0,16.1,796.0,37.0,65000
1622,Maruti,Alto,2006,100000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,150000
1623,Hyundai,Accent,2004,160000,Diesel,Individual,0,2,187.0,5.0,13.1,1493.0,82.0,170000
1624,Hyundai,Accent,2005,100000,Diesel,Individual,0,2,187.0,5.0,13.1,1493.0,82.0,100000
1625,Maruti,Ertiga,2013,60000,Diesel,Individual,0,1,200.0,7.0,20.77,1248.0,88.76,599000
1626,Chevrolet,Cruze,2010,135000,Diesel,Individual,0,2,327.0,5.0,18.3,1991.0,147.9,250000
1627,Maruti,Swift,2016,90000,Petrol,Individual,0,0,113.0,5.0,20.4,1197.0,81.8,570000
1628,Volkswagen,Polo,2013,75000,Diesel,Individual,0,1,180.0,5.0,22.07,1199.0,73.9,440000
1629,Toyota,Innova,2005,185000,Diesel,Individual,0,1,200.0,7.0,11.4,2494.0,100.6,300000
1630,Nissan,Micra,2015,71717,Petrol,Individual,1,1,104.0,5.0,19.34,1198.0,76.0,300000
1631,Mahindra,Scorpio,2011,150000,Diesel,Individual,1,1,290.0,8.0,11.79,2179.0,120.0,500000
1632,Maruti,Swift,2016,55000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,660000
1633,Ford,Fiesta,2012,90000,Petrol,Individual,0,1,146.0,5.0,15.3,1596.0,99.6,256000
1634,Renault,KWID,2018,35000,Petrol,Individual,0,0,91.0,5.0,23.01,999.0,67.0,409999
1635,Toyota,Fortuner,2015,120000,Diesel,Individual,0,1,343.0,7.0,12.55,2982.0,168.5,1888000
1636,Hyundai,Santro,2011,100000,LPG,Individual,0,1,96.1,5.0,13.45,1086.0,62.1,250000
1637,Honda,Civic,2009,40000,Petrol,Individual,1,2,172.0,5.0,12.9,1799.0,130.0,280000
1638,Mahindra,Xylo,2010,100000,Diesel,Individual,0,0,220.0,8.0,13.0,2489.0,95.0,300000
1639,Tata,Safari,2016,120000,Diesel,Individual,0,0,320.0,5.0,14.1,2179.0,147.94,900000
1640,Maruti,Zen,2014,60000,Petrol,Individual,0,0,90.0,5.0,19.0,998.0,67.1,190000
1641,Mahindra,Bolero,2019,2000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,800000
1642,Mahindra,Scorpio,2012,100000,Diesel,Individual,0,0,200.0,8.0,14.0,2523.0,75.0,450000
1643,Mahindra,Xylo,2015,110000,Diesel,Individual,0,0,218.0,7.0,14.95,2489.0,93.7,400000
1644,Tata,Indigo,2011,84321,Diesel,Individual,0,0,140.0,5.0,23.57,1396.0,70.0,200000
1645,Mahindra,XUV500,2013,177000,Diesel,Individual,0,0,330.0,7.0,15.1,2179.0,140.0,600000
1646,Tata,Indica,2010,60000,Diesel,Individual,0,0,190.0,5.0,18.0,1248.0,75.0,175000
1647,Tata,Indigo,2008,205000,Diesel,Individual,0,1,135.0,5.0,19.09,1396.0,69.0,99000
1648,Hyundai,i10,2008,70000,Petrol,Individual,0,1,111.8,5.0,20.36,1197.0,78.9,215000
1650,Renault,Duster,2013,126000,Diesel,Individual,0,1,248.0,5.0,19.01,1461.0,108.45,520000
1651,Ford,Endeavour,2016,120000,Diesel,Individual,1,1,470.0,7.0,10.91,3198.0,197.0,2280000
1652,Tata,Indica,2015,70000,Diesel,Individual,0,0,135.4,5.0,19.1,1405.0,70.0,285000
1653,Mahindra,TUV,2017,82000,Diesel,Individual,0,0,240.0,7.0,18.49,1493.0,100.0,660000
1654,Maruti,800,2004,110000,Petrol,Individual,0,2,59.0,4.0,16.1,796.0,37.0,31504
1655,Maruti,Swift,2015,45000,Petrol,Individual,0,1,115.0,5.0,20.85,1197.0,83.14,515000
1656,Nissan,Sunny,2012,70000,Diesel,Individual,0,1,200.0,5.0,21.64,1461.0,84.8,295000
1657,Nissan,Terrano,2015,80000,Diesel,Individual,0,1,200.0,5.0,20.45,1461.0,83.8,700000
1658,Mahindra,Scorpio,2017,45000,Diesel,Individual,0,0,280.0,7.0,15.4,2179.0,120.0,1100000
1659,Hyundai,EON,2017,60000,Petrol,Individual,0,0,94.14,5.0,20.3,998.0,68.05,300000
1660,Maruti,Swift,2013,41800,Petrol,Individual,0,0,114.0,5.0,18.6,1197.0,85.8,450000
1662,Maruti,Swift,2017,50000,Diesel,Individual,0,1,190.0,5.0,28.4,1248.0,74.02,700000
1663,Ford,Figo,2012,40000,Diesel,Individual,0,0,160.0,5.0,20.0,1399.0,68.0,250000
1664,Maruti,Wagon,2009,96000,Petrol,Individual,0,1,84.0,5.0,18.9,1061.0,67.0,140000
1665,Mahindra,Xylo,2012,117000,Diesel,Individual,0,0,260.0,8.0,14.0,2498.0,112.0,250000
1666,Hyundai,i10,2011,110000,Petrol,Individual,0,1,99.04,5.0,19.81,1086.0,68.05,210000
1667,Honda,Amaze,2014,100000,Diesel,Individual,0,1,200.0,5.0,25.8,1498.0,98.6,420000
1668,Maruti,Alto,2007,88700,Petrol,Individual,0,2,62.0,5.0,19.7,796.0,46.3,130000
1669,Nissan,Sunny,2012,70000,Petrol,Individual,0,1,134.0,5.0,16.95,1498.0,97.7,320000
1670,Maruti,Wagon,2010,110000,Petrol,Individual,0,1,84.0,5.0,17.3,1061.0,64.0,200000
1671,Maruti,Alto,2016,15000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,310000
1672,Mahindra,Verito,2012,80000,Diesel,Individual,0,1,160.0,5.0,20.8,1461.0,65.0,200000
1673,Maruti,Ritz,2014,50000,Petrol,Individual,0,0,114.0,5.0,18.5,1197.0,85.8,350000
1674,Hyundai,EON,2018,15000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,444000
